,thingid,year,month,dayofmonth,hourofday,aggregatedata,avgtemperature,day,enddata,startdata,enddatatime,endtime,startdatatime,starttime,siteid,subcommunityid,Datetime,week
330722,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,23,369.6499938964844,21.600000381469727,1,37330152.0,37329780.0,2020-02-25 23:59:59.999+04,2020-02-25 23:59:59.999+04,2020-02-25 23:00:00+04,2020-02-25 23:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 23:00:00+04,9
330764,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,22,369.6600036621094,21.600000381469727,1,37329780.0,37329412.0,2020-02-25 22:59:59.999+04,2020-02-25 22:59:59.999+04,2020-02-25 22:00:00+04,2020-02-25 22:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 22:00:00+04,9
330777,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,21,369.6600036621094,21.600000381469727,1,37329412.0,37329040.0,2020-02-25 21:59:59.999+04,2020-02-25 21:59:59.999+04,2020-02-25 21:00:00+04,2020-02-25 21:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 21:00:00+04,9
330816,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,20,369.6499938964844,21.780000686645508,1,37329040.0,37328672.0,2020-02-25 20:59:59.999+04,2020-02-25 20:59:59.999+04,2020-02-25 20:00:00+04,2020-02-25 20:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 20:00:00+04,9
330850,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,19,341.2200012207031,22.70000076293945,1,37328672.0,37328332.0,2020-02-25 19:59:59.999+04,2020-02-25 19:59:59.999+04,2020-02-25 19:00:00+04,2020-02-25 19:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 19:00:00+04,9
330876,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,18,398.0899963378906,22.70000076293945,1,37328332.0,37327932.0,2020-02-25 18:59:59.999+04,2020-02-25 18:59:59.999+04,2020-02-25 18:00:00+04,2020-02-25 18:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 18:00:00+04,9
330889,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,17,398.0899963378906,22.70000076293945,1,37327932.0,37327536.0,2020-02-25 17:59:59.999+04,2020-02-25 17:59:59.999+04,2020-02-25 17:00:00+04,2020-02-25 17:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 17:00:00+04,9
330917,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,16,426.5299987792969,22.70000076293945,1,37327536.0,37327108.0,2020-02-25 16:59:59.999+04,2020-02-25 16:59:59.999+04,2020-02-25 16:00:00+04,2020-02-25 16:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 16:00:00+04,9
330958,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,15,426.5199890136719,22.70000076293945,1,37327108.0,37326680.0,2020-02-25 15:59:59.999+04,2020-02-25 15:59:59.999+04,2020-02-25 15:00:00+04,2020-02-25 15:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 15:00:00+04,9
330997,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,14,454.9599914550781,23.20000076293945,1,37326680.0,37326228.0,2020-02-25 14:59:59.999+04,2020-02-25 14:59:59.999+04,2020-02-25 14:00:00+04,2020-02-25 14:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 14:00:00+04,9
331011,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,13,426.5199890136719,23.29999923706055,1,37326228.0,37325800.0,2020-02-25 13:59:59.999+04,2020-02-25 13:59:59.999+04,2020-02-25 13:00:00+04,2020-02-25 13:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 13:00:00+04,9
331049,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,12,426.5199890136719,23.29999923706055,1,37325800.0,37325372.0,2020-02-25 12:59:59.999+04,2020-02-25 12:59:59.999+04,2020-02-25 12:00:00+04,2020-02-25 12:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 12:00:00+04,9
331061,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,11,369.6600036621094,23.29999923706055,1,37325372.0,37325004.0,2020-02-25 11:59:59.999+04,2020-02-25 11:59:59.999+04,2020-02-25 11:00:00+04,2020-02-25 11:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 11:00:00+04,9
331104,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,10,369.6499938964844,23.29999923706055,1,37325004.0,37324636.0,2020-02-25 10:59:59.999+04,2020-02-25 10:59:59.999+04,2020-02-25 10:00:00+04,2020-02-25 10:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 10:00:00+04,9
331124,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,9,284.3500061035156,23.46999931335449,1,37324636.0,37324348.0,2020-02-25 09:59:59.999+04,2020-02-25 09:59:59.999+04,2020-02-25 09:00:00+04,2020-02-25 09:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 09:00:00+04,9
331158,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,8,312.7900085449219,24.29999923706055,1,37324348.0,37324036.0,2020-02-25 08:59:59.999+04,2020-02-25 08:59:59.999+04,2020-02-25 08:00:00+04,2020-02-25 08:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 08:00:00+04,9
331195,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,7,284.3500061035156,24.29999923706055,1,37324036.0,37323752.0,2020-02-25 07:59:59.999+04,2020-02-25 07:59:59.999+04,2020-02-25 07:00:00+04,2020-02-25 07:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 07:00:00+04,9
331208,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,6,284.3500061035156,24.29999923706055,1,37323752.0,37323468.0,2020-02-25 06:59:59.999+04,2020-02-25 06:59:59.999+04,2020-02-25 06:00:00+04,2020-02-25 06:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 06:00:00+04,9
331242,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,5,255.91000366210938,24.29999923706055,1,37323468.0,37323212.0,2020-02-25 05:59:59.999+04,2020-02-25 05:59:59.999+04,2020-02-25 05:00:00+04,2020-02-25 05:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 05:00:00+04,9
331269,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,4,284.3500061035156,24.29999923706055,1,37323212.0,37322928.0,2020-02-25 04:59:59.999+04,2020-02-25 04:59:59.999+04,2020-02-25 04:00:00+04,2020-02-25 04:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 04:00:00+04,9
331301,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,3,341.2200012207031,24.29999923706055,1,37322928.0,37322588.0,2020-02-25 03:59:59.999+04,2020-02-25 03:59:59.999+04,2020-02-25 03:00:00+04,2020-02-25 03:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 03:00:00+04,9
331325,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,2,255.91000366210938,24.29999923706055,1,37322588.0,37322332.0,2020-02-25 02:59:59.999+04,2020-02-25 02:59:59.999+04,2020-02-25 02:00:00+04,2020-02-25 02:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 02:00:00+04,9
331374,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,1,369.6499938964844,24.29999923706055,1,37322332.0,37321960.0,2020-02-25 01:59:59.999+04,2020-02-25 01:59:59.999+04,2020-02-25 01:00:00+04,2020-02-25 01:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 01:00:00+04,9
331390,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,25,0,369.6600036621094,24.29999923706055,1,37321960.0,37321592.0,2020-02-25 00:59:59.999+04,2020-02-25 00:59:59.999+04,2020-02-25 00:00:00+04,2020-02-25 00:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-25 00:00:00+04,9
331426,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,23,312.7799987792969,24.29999923706055,0,37321592.0,37321280.0,2020-02-24 23:59:59.999+04,2020-02-24 23:59:59.999+04,2020-02-24 23:00:00+04,2020-02-24 23:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 23:00:00+04,9
331451,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,22,369.6600036621094,24.29999923706055,0,37321280.0,37320908.0,2020-02-24 22:59:59.999+04,2020-02-24 22:59:59.999+04,2020-02-24 22:00:00+04,2020-02-24 22:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 22:00:00+04,9
331490,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,21,369.6499938964844,24.29999923706055,0,37320908.0,37320540.0,2020-02-24 21:59:59.999+04,2020-02-24 21:59:59.999+04,2020-02-24 21:00:00+04,2020-02-24 21:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 21:00:00+04,9
331519,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,20,341.2200012207031,24.56999969482422,0,37320540.0,37320200.0,2020-02-24 20:59:59.999+04,2020-02-24 20:59:59.999+04,2020-02-24 20:00:00+04,2020-02-24 20:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 20:00:00+04,9
331543,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,19,341.2200012207031,24.70000076293945,0,37320200.0,37319856.0,2020-02-24 19:59:59.999+04,2020-02-24 19:59:59.999+04,2020-02-24 19:00:00+04,2020-02-24 19:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 19:00:00+04,9
331570,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,18,369.6600036621094,24.70000076293945,0,37319856.0,37319488.0,2020-02-24 18:59:59.999+04,2020-02-24 18:59:59.999+04,2020-02-24 18:00:00+04,2020-02-24 18:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 18:00:00+04,9
331586,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,17,369.6499938964844,24.70000076293945,0,37319488.0,37319116.0,2020-02-24 17:59:59.999+04,2020-02-24 17:59:59.999+04,2020-02-24 17:00:00+04,2020-02-24 17:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 17:00:00+04,9
331629,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,16,398.0899963378906,24.70000076293945,0,37319116.0,37318720.0,2020-02-24 16:59:59.999+04,2020-02-24 16:59:59.999+04,2020-02-24 16:00:00+04,2020-02-24 16:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 16:00:00+04,9
331665,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,15,398.0899963378906,24.70000076293945,0,37318720.0,37318320.0,2020-02-24 15:59:59.999+04,2020-02-24 15:59:59.999+04,2020-02-24 15:00:00+04,2020-02-24 15:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 15:00:00+04,9
331698,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,14,454.9599914550781,24.70000076293945,0,37318320.0,37317868.0,2020-02-24 14:59:59.999+04,2020-02-24 14:59:59.999+04,2020-02-24 14:00:00+04,2020-02-24 14:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 14:00:00+04,9
331700,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,13,369.6600036621094,24.70000076293945,0,37317868.0,37317496.0,2020-02-24 13:59:59.999+04,2020-02-24 13:59:59.999+04,2020-02-24 13:00:00+04,2020-02-24 13:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 13:00:00+04,9
331740,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,12,369.6499938964844,24.70000076293945,0,37317496.0,37317128.0,2020-02-24 12:59:59.999+04,2020-02-24 12:59:59.999+04,2020-02-24 12:00:00+04,2020-02-24 12:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 12:00:00+04,9
331761,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,11,341.2200012207031,24.75,0,37317128.0,37316784.0,2020-02-24 11:59:59.999+04,2020-02-24 11:59:59.999+04,2020-02-24 11:00:00+04,2020-02-24 11:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 11:00:00+04,9
331802,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,10,341.2200012207031,25.0,0,37316784.0,37316444.0,2020-02-24 10:59:59.999+04,2020-02-24 10:59:59.999+04,2020-02-24 10:00:00+04,2020-02-24 10:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 10:00:00+04,9
331840,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,9,284.3500061035156,25.0,0,37316444.0,37316160.0,2020-02-24 09:59:59.999+04,2020-02-24 09:59:59.999+04,2020-02-24 09:00:00+04,2020-02-24 09:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 09:00:00+04,9
331860,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,8,284.3500061035156,25.82999992370605,0,37316160.0,37315876.0,2020-02-24 08:59:59.999+04,2020-02-24 08:59:59.999+04,2020-02-24 08:00:00+04,2020-02-24 08:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 08:00:00+04,9
331886,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,7,255.9199981689453,26.0,0,37315876.0,37315620.0,2020-02-24 07:59:59.999+04,2020-02-24 07:59:59.999+04,2020-02-24 07:00:00+04,2020-02-24 07:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 07:00:00+04,9
331917,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,6,284.3500061035156,26.0,0,37315620.0,37315336.0,2020-02-24 06:59:59.999+04,2020-02-24 06:59:59.999+04,2020-02-24 06:00:00+04,2020-02-24 06:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 06:00:00+04,9
331960,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,5,255.91000366210938,26.0,0,37315336.0,37315080.0,2020-02-24 05:59:59.999+04,2020-02-24 05:59:59.999+04,2020-02-24 05:00:00+04,2020-02-24 05:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 05:00:00+04,9
331965,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,4,284.3500061035156,26.0,0,37315080.0,37314796.0,2020-02-24 04:59:59.999+04,2020-02-24 04:59:59.999+04,2020-02-24 04:00:00+04,2020-02-24 04:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 04:00:00+04,9
332015,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,3,312.7799987792969,25.32999992370605,0,37314796.0,37314484.0,2020-02-24 03:59:59.999+04,2020-02-24 03:59:59.999+04,2020-02-24 03:00:00+04,2020-02-24 03:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 03:00:00+04,9
332020,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,2,284.3500061035156,24.770000457763672,0,37314484.0,37314200.0,2020-02-24 02:59:59.999+04,2020-02-24 02:59:59.999+04,2020-02-24 02:00:00+04,2020-02-24 02:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 02:00:00+04,9
332059,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,1,284.3500061035156,24.29999923706055,0,37314200.0,37313916.0,2020-02-24 01:59:59.999+04,2020-02-24 01:59:59.999+04,2020-02-24 01:00:00+04,2020-02-24 01:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 01:00:00+04,9
332100,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,24,0,398.0899963378906,24.29999923706055,0,37313916.0,37313516.0,2020-02-24 00:59:59.999+04,2020-02-24 00:59:59.999+04,2020-02-24 00:00:00+04,2020-02-24 00:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-24 00:00:00+04,9
332119,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,23,312.7900085449219,24.29999923706055,6,37313516.0,37313204.0,2020-02-23 23:59:59.999+04,2020-02-23 23:59:59.999+04,2020-02-23 23:00:00+04,2020-02-23 23:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 23:00:00+04,8
332145,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,22,312.7799987792969,24.29999923706055,6,37313204.0,37312892.0,2020-02-23 22:59:59.999+04,2020-02-23 22:59:59.999+04,2020-02-23 22:00:00+04,2020-02-23 22:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 22:00:00+04,8
332188,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,21,341.2200012207031,24.29999923706055,6,37312892.0,37312548.0,2020-02-23 21:59:59.999+04,2020-02-23 21:59:59.999+04,2020-02-23 21:00:00+04,2020-02-23 21:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 21:00:00+04,8
332194,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,20,369.6600036621094,24.29999923706055,6,37312548.0,37312180.0,2020-02-23 20:59:59.999+04,2020-02-23 20:59:59.999+04,2020-02-23 20:00:00+04,2020-02-23 20:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 20:00:00+04,8
332231,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,19,341.2200012207031,24.29999923706055,6,37312180.0,37311840.0,2020-02-23 19:59:59.999+04,2020-02-23 19:59:59.999+04,2020-02-23 19:00:00+04,2020-02-23 19:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 19:00:00+04,8
332256,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,18,398.0899963378906,24.29999923706055,6,37311840.0,37311440.0,2020-02-23 18:59:59.999+04,2020-02-23 18:59:59.999+04,2020-02-23 18:00:00+04,2020-02-23 18:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 18:00:00+04,8
332285,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,17,341.2200012207031,24.54999923706055,6,37311440.0,37311100.0,2020-02-23 17:59:59.999+04,2020-02-23 17:59:59.999+04,2020-02-23 17:00:00+04,2020-02-23 17:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 17:00:00+04,8
332320,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,16,398.0899963378906,25.29999923706055,6,37311100.0,37310700.0,2020-02-23 16:59:59.999+04,2020-02-23 16:59:59.999+04,2020-02-23 16:00:00+04,2020-02-23 16:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 16:00:00+04,8
332343,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,15,426.5299987792969,25.29999923706055,6,37310700.0,37310276.0,2020-02-23 15:59:59.999+04,2020-02-23 15:59:59.999+04,2020-02-23 15:00:00+04,2020-02-23 15:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 15:00:00+04,8
332380,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,14,312.7799987792969,25.29999923706055,6,37310276.0,37309960.0,2020-02-23 14:59:59.999+04,2020-02-23 14:59:59.999+04,2020-02-23 14:00:00+04,2020-02-23 14:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 14:00:00+04,8
332400,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,13,341.2200012207031,25.29999923706055,6,37309960.0,37309620.0,2020-02-23 13:59:59.999+04,2020-02-23 13:59:59.999+04,2020-02-23 13:00:00+04,2020-02-23 13:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 13:00:00+04,8
332440,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,12,369.6600036621094,25.29999923706055,6,37309620.0,37309252.0,2020-02-23 12:59:59.999+04,2020-02-23 12:59:59.999+04,2020-02-23 12:00:00+04,2020-02-23 12:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 12:00:00+04,8
332479,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,11,341.2200012207031,25.79999923706055,6,37309252.0,37308908.0,2020-02-23 11:59:59.999+04,2020-02-23 11:59:59.999+04,2020-02-23 11:00:00+04,2020-02-23 11:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 11:00:00+04,8
332510,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,10,255.9199981689453,26.29999923706055,6,37308908.0,37308652.0,2020-02-23 10:59:59.999+04,2020-02-23 10:59:59.999+04,2020-02-23 10:00:00+04,2020-02-23 10:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 10:00:00+04,8
332516,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,9,398.0899963378906,26.29999923706055,6,37308652.0,37308256.0,2020-02-23 09:59:59.999+04,2020-02-23 09:59:59.999+04,2020-02-23 09:00:00+04,2020-02-23 09:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 09:00:00+04,8
332555,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,8,113.73999786376952,26.420000076293945,6,37308256.0,37308140.0,2020-02-23 08:59:59.999+04,2020-02-23 08:59:59.999+04,2020-02-23 08:00:00+04,2020-02-23 08:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 08:00:00+04,8
332578,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,7,284.3500061035156,27.0,6,37308140.0,37307856.0,2020-02-23 07:59:59.999+04,2020-02-23 07:59:59.999+04,2020-02-23 07:00:00+04,2020-02-23 07:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 07:00:00+04,8
332609,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,6,255.91000366210938,27.0,6,37307856.0,37307600.0,2020-02-23 06:59:59.999+04,2020-02-23 06:59:59.999+04,2020-02-23 06:00:00+04,2020-02-23 06:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 06:00:00+04,8
332655,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,5,227.47999572753903,27.0,6,37307600.0,37307376.0,2020-02-23 05:59:59.999+04,2020-02-23 05:59:59.999+04,2020-02-23 05:00:00+04,2020-02-23 05:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 05:00:00+04,8
332676,43dc4fc1-b1c1-4291-947e-5a286996eb75,2020,2,23,4,312.7799987792969,26.82999992370605,6,37307376.0,37307060.0,2020-02-23 04:59:59.999+04,2020-02-23 04:59:59.999+04,2020-02-23 04:00:00+04,2020-02-23 04:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2020-02-23 04:00:00+04,8
