,thingid,year,month,dayofmonth,hourofday,aggregatedata,avgtemperature,day,enddata,startdata,enddatatime,endtime,startdatatime,starttime,siteid,subcommunityid,Datetime,week
38075,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,4,10,279.89999389648443,28.572221755981445,4,42032808.0,42032528.0,2021-03-04 10:59:12.843+04,2021-03-04 10:59:59.999+04,2021-03-04 10:01:49.234+04,2021-03-04 10:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-04 10:00:00+04,9
38110,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,4,9,266.5,27.447368621826172,4,42032528.0,42032260.0,2021-03-04 09:58:47.816+04,2021-03-04 09:59:59.999+04,2021-03-04 09:01:25.12+04,2021-03-04 09:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-04 09:00:00+04,9
38157,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,4,8,240.0,25.93157958984375,4,42032260.0,42032020.0,2021-03-04 08:58:24.042+04,2021-03-04 08:59:59.999+04,2021-03-04 08:01:01.526+04,2021-03-04 08:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-04 08:00:00+04,9
38182,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,4,7,239.8999938964844,25.23500061035156,4,42032020.0,42031780.0,2021-03-04 07:57:59.931+04,2021-03-04 07:59:59.999+04,2021-03-04 07:00:35.784+04,2021-03-04 07:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-04 07:00:00+04,9
38212,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,4,6,239.8999938964844,25.18888854980469,4,42031780.0,42031540.0,2021-03-04 06:57:34.614+04,2021-03-04 06:59:59.999+04,2021-03-04 06:00:14.74+04,2021-03-04 06:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-04 06:00:00+04,9
38267,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,4,5,253.1999969482422,25.5222225189209,4,42031540.0,42031288.0,2021-03-04 05:57:13.719+04,2021-03-04 05:59:59.999+04,2021-03-04 05:02:54.766+04,2021-03-04 05:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-04 05:00:00+04,9
38284,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,4,4,217.8000030517578,25.755556106567386,4,42031288.0,42031072.0,2021-03-04 04:59:53.745+04,2021-03-04 04:59:59.999+04,2021-03-04 04:02:32.212+04,2021-03-04 04:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-04 04:00:00+04,9
38326,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,4,3,204.3000030517578,26.08333396911621,4,42031072.0,42030868.0,2021-03-04 03:59:31.184+04,2021-03-04 03:59:59.999+04,2021-03-04 03:02:08.994+04,2021-03-04 03:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-04 03:00:00+04,9
38371,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,4,2,213.3000030517578,26.47142791748047,4,42030868.0,42030652.0,2021-03-04 02:59:07.989+04,2021-03-04 02:59:59.999+04,2021-03-04 02:01:45.356+04,2021-03-04 02:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-04 02:00:00+04,9
38375,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,4,1,284.29998779296875,26.89374923706055,4,42030652.0,42030368.0,2021-03-04 01:58:44.329+04,2021-03-04 01:59:59.999+04,2021-03-04 01:01:23.075+04,2021-03-04 01:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-04 01:00:00+04,9
38418,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,4,0,302.20001220703125,27.323530197143555,4,42030368.0,42030068.0,2021-03-04 00:58:22.058+04,2021-03-04 00:59:59.999+04,2021-03-04 00:01:00.572+04,2021-03-04 00:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-04 00:00:00+04,9
38459,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,23,342.1000061035156,27.34210586547852,3,42030068.0,42029724.0,2021-03-03 23:57:59.558+04,2021-03-03 23:59:59.999+04,2021-03-03 23:00:32.656+04,2021-03-03 23:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 23:00:00+04,9
38480,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,22,342.1000061035156,27.52352905273437,3,42029724.0,42029384.0,2021-03-03 22:57:31.598+04,2021-03-03 22:59:59.999+04,2021-03-03 22:00:10.607+04,2021-03-03 22:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 22:00:00+04,9
38531,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,21,311.0,28.10625076293945,3,42029384.0,42029072.0,2021-03-03 21:57:09.594+04,2021-03-03 21:59:59.999+04,2021-03-03 21:02:47.967+04,2021-03-03 21:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 21:00:00+04,9
38566,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,20,355.3999938964844,28.29999923706055,3,42029072.0,42028716.0,2021-03-03 20:59:46.974+04,2021-03-03 20:59:59.999+04,2021-03-03 20:02:24.381+04,2021-03-03 20:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 20:00:00+04,9
38579,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,19,342.1000061035156,28.36000061035156,3,42028716.0,42028376.0,2021-03-03 19:59:23.372+04,2021-03-03 19:59:59.999+04,2021-03-03 19:02:03.32+04,2021-03-03 19:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 19:00:00+04,9
38632,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,18,368.7999877929688,28.69411849975586,3,42028376.0,42028004.0,2021-03-03 18:59:02.096+04,2021-03-03 18:59:59.999+04,2021-03-03 18:01:41.206+04,2021-03-03 18:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 18:00:00+04,9
38666,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,17,386.5,29.152631759643555,3,42028004.0,42027620.0,2021-03-03 17:58:40.187+04,2021-03-03 17:59:59.999+04,2021-03-03 17:01:16.691+04,2021-03-03 17:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 17:00:00+04,9
38696,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,16,382.1000061035156,29.33333396911621,3,42027620.0,42027236.0,2021-03-03 16:58:14.845+04,2021-03-03 16:59:59.999+04,2021-03-03 16:00:55.083+04,2021-03-03 16:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 16:00:00+04,9
38734,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,15,364.3999938964844,30.26666641235352,3,42027236.0,42026872.0,2021-03-03 15:57:54.069+04,2021-03-03 15:59:59.999+04,2021-03-03 15:00:33.987+04,2021-03-03 15:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 15:00:00+04,9
38771,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,14,368.70001220703125,31.57058906555176,3,42026872.0,42026504.0,2021-03-03 14:57:32.506+04,2021-03-03 14:59:59.999+04,2021-03-03 14:00:10.677+04,2021-03-03 14:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 14:00:00+04,9
38788,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,13,359.8999938964844,31.564706802368164,3,42026504.0,42026144.0,2021-03-03 13:57:09.658+04,2021-03-03 13:59:59.999+04,2021-03-03 13:02:50.248+04,2021-03-03 13:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 13:00:00+04,9
38831,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,12,364.2999877929688,31.207143783569336,3,42026144.0,42025780.0,2021-03-03 12:59:49.224+04,2021-03-03 12:59:59.999+04,2021-03-03 12:02:26.557+04,2021-03-03 12:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 12:00:00+04,9
38871,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,11,328.79998779296875,30.58333396911621,3,42025780.0,42025452.0,2021-03-03 11:59:25.543+04,2021-03-03 11:59:59.999+04,2021-03-03 11:02:05.592+04,2021-03-03 11:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 11:00:00+04,9
38894,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,10,306.6000061035156,29.247058868408203,3,42025452.0,42025144.0,2021-03-03 10:59:04.536+04,2021-03-03 10:59:59.999+04,2021-03-03 10:01:44.581+04,2021-03-03 10:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 10:00:00+04,9
38947,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,9,271.0,28.176469802856445,3,42025144.0,42024872.0,2021-03-03 09:58:43.551+04,2021-03-03 09:59:59.999+04,2021-03-03 09:01:22.571+04,2021-03-03 09:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 09:00:00+04,9
38959,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,8,288.79998779296875,27.239999771118164,3,42024872.0,42024584.0,2021-03-03 08:58:21.552+04,2021-03-03 08:59:59.999+04,2021-03-03 08:00:59.439+04,2021-03-03 08:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 08:00:00+04,9
39004,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,7,253.1999969482422,26.75,3,42024584.0,42024332.0,2021-03-03 07:57:58.408+04,2021-03-03 07:59:59.999+04,2021-03-03 07:00:38.291+04,2021-03-03 07:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 07:00:00+04,9
39046,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,6,244.3999938964844,26.773332595825195,3,42024332.0,42024088.0,2021-03-03 06:57:37.204+04,2021-03-03 06:59:59.999+04,2021-03-03 06:00:15.946+04,2021-03-03 06:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 06:00:00+04,9
39054,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,5,239.8999938964844,26.89166641235352,3,42024088.0,42023848.0,2021-03-03 05:57:14.407+04,2021-03-03 05:59:59.999+04,2021-03-03 05:02:52.896+04,2021-03-03 05:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 05:00:00+04,9
39110,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,4,186.6000061035156,27.10000038146973,3,42023848.0,42023660.0,2021-03-03 04:59:51.867+04,2021-03-03 04:59:59.999+04,2021-03-03 04:02:30.841+04,2021-03-03 04:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 04:00:00+04,9
39146,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,3,204.3999938964844,27.38333320617676,3,42023660.0,42023456.0,2021-03-03 03:59:29.822+04,2021-03-03 03:59:59.999+04,2021-03-03 03:02:07.282+04,2021-03-03 03:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 03:00:00+04,9
39163,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,2,186.6000061035156,27.53750038146973,3,42023456.0,42023268.0,2021-03-03 02:59:05.546+04,2021-03-03 02:59:59.999+04,2021-03-03 02:01:44.48+04,2021-03-03 02:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 02:00:00+04,9
39206,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,1,204.3999938964844,27.49333381652832,3,42023268.0,42023064.0,2021-03-03 01:58:43.386+04,2021-03-03 01:59:59.999+04,2021-03-03 01:01:23.262+04,2021-03-03 01:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 01:00:00+04,9
39256,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,3,0,279.89999389648443,27.5,3,42023064.0,42022784.0,2021-03-03 00:58:22.184+04,2021-03-03 00:59:59.999+04,2021-03-03 00:00:56.007+04,2021-03-03 00:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-03 00:00:00+04,9
39265,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,23,284.29998779296875,27.55555534362793,2,42022784.0,42022500.0,2021-03-02 23:57:54.984+04,2021-03-02 23:59:59.999+04,2021-03-02 23:00:34.577+04,2021-03-02 23:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 23:00:00+04,9
39312,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,22,279.89999389648443,27.52352905273437,2,42022500.0,42022220.0,2021-03-02 22:57:33.568+04,2021-03-02 22:59:59.999+04,2021-03-02 22:00:12.563+04,2021-03-02 22:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 22:00:00+04,9
39350,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,21,262.20001220703125,27.42941093444824,2,42022220.0,42021960.0,2021-03-02 21:57:11.472+04,2021-03-02 21:59:59.999+04,2021-03-02 21:02:51.818+04,2021-03-02 21:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 21:00:00+04,9
39373,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,20,288.79998779296875,27.51764678955078,2,42021960.0,42021668.0,2021-03-02 20:59:50.224+04,2021-03-02 20:59:59.999+04,2021-03-02 20:02:29.256+04,2021-03-02 20:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 20:00:00+04,9
39407,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,19,284.29998779296875,27.56111145019531,2,42021668.0,42021384.0,2021-03-02 19:59:28.829+04,2021-03-02 19:59:59.999+04,2021-03-02 19:02:07.193+04,2021-03-02 19:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 19:00:00+04,9
39456,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,18,315.5,27.605262756347656,2,42021384.0,42021068.0,2021-03-02 18:59:06.023+04,2021-03-02 18:59:59.999+04,2021-03-02 18:01:44.727+04,2021-03-02 18:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 18:00:00+04,9
39470,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,17,333.20001220703125,27.920000076293945,2,42021068.0,42020736.0,2021-03-02 17:58:43.702+04,2021-03-02 17:59:59.999+04,2021-03-02 17:01:19.455+04,2021-03-02 17:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 17:00:00+04,9
39513,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,16,328.79998779296875,28.15294075012207,2,42020736.0,42020408.0,2021-03-02 16:58:18.45+04,2021-03-02 16:59:59.999+04,2021-03-02 16:00:57.582+04,2021-03-02 16:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 16:00:00+04,9
39559,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,15,328.79998779296875,28.895000457763672,2,42020408.0,42020080.0,2021-03-02 15:57:56.559+04,2021-03-02 15:59:59.999+04,2021-03-02 15:00:31.335+04,2021-03-02 15:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 15:00:00+04,9
39594,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,14,328.70001220703125,29.60000038146973,2,42020080.0,42019752.0,2021-03-02 14:57:30.235+04,2021-03-02 14:59:59.999+04,2021-03-02 14:00:08.097+04,2021-03-02 14:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 14:00:00+04,9
39610,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,13,302.20001220703125,30.413333892822266,2,42019752.0,42019448.0,2021-03-02 13:57:07.738+04,2021-03-02 13:59:59.999+04,2021-03-02 13:02:47.945+04,2021-03-02 13:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 13:00:00+04,9
39658,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,12,306.5,30.284210205078125,2,42019448.0,42019140.0,2021-03-02 12:59:46.929+04,2021-03-02 12:59:59.999+04,2021-03-02 12:02:26.987+04,2021-03-02 12:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 12:00:00+04,9
39699,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,11,284.3999938964844,29.23684120178223,2,42019140.0,42018856.0,2021-03-02 11:59:25.919+04,2021-03-02 11:59:59.999+04,2021-03-02 11:02:03.65+04,2021-03-02 11:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 11:00:00+04,9
39729,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,10,262.10000610351557,27.81052589416504,2,42018856.0,42018596.0,2021-03-02 10:59:02.286+04,2021-03-02 10:59:59.999+04,2021-03-02 10:01:38.283+04,2021-03-02 10:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 10:00:00+04,9
39736,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,9,235.5,26.28947448730469,2,42018596.0,42018360.0,2021-03-02 09:58:37.1+04,2021-03-02 09:59:59.999+04,2021-03-02 09:01:15.928+04,2021-03-02 09:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 09:00:00+04,9
39782,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,8,226.6000061035156,24.69411849975586,2,42018360.0,42018132.0,2021-03-02 08:58:14.07+04,2021-03-02 08:59:59.999+04,2021-03-02 08:00:51.659+04,2021-03-02 08:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 08:00:00+04,9
39829,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,7,235.5,23.79999923706055,2,42018132.0,42017896.0,2021-03-02 07:57:49.86+04,2021-03-02 07:59:59.999+04,2021-03-02 07:00:27.885+04,2021-03-02 07:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 07:00:00+04,9
39844,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,6,231.0,23.67499923706055,2,42017896.0,42017668.0,2021-03-02 06:57:26.842+04,2021-03-02 06:59:59.999+04,2021-03-02 06:00:04.658+04,2021-03-02 06:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 06:00:00+04,9
39882,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,5,204.3999938964844,23.5625,2,42017668.0,42017464.0,2021-03-02 05:57:03.581+04,2021-03-02 05:59:59.999+04,2021-03-02 05:02:41.432+04,2021-03-02 05:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 05:00:00+04,9
39935,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,4,182.1000061035156,23.76000022888184,2,42017464.0,42017280.0,2021-03-02 04:59:40.406+04,2021-03-02 04:59:59.999+04,2021-03-02 04:02:19.543+04,2021-03-02 04:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 04:00:00+04,9
39943,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,3,182.1999969482422,23.938461303710934,2,42017280.0,42017096.0,2021-03-02 03:59:18.439+04,2021-03-02 03:59:59.999+04,2021-03-02 03:01:57.242+04,2021-03-02 03:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 03:00:00+04,9
39982,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,2,182.1999969482422,24.130769729614254,2,42017096.0,42016916.0,2021-03-02 02:58:56.206+04,2021-03-02 02:59:59.999+04,2021-03-02 02:01:33.988+04,2021-03-02 02:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 02:00:00+04,9
40032,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,1,208.8000030517578,24.33333396911621,2,42016916.0,42016708.0,2021-03-02 01:58:32.906+04,2021-03-02 01:59:59.999+04,2021-03-02 01:01:08.592+04,2021-03-02 01:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 01:00:00+04,9
40043,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,2,0,231.0,24.53684234619141,2,42016708.0,42016476.0,2021-03-02 00:58:07.569+04,2021-03-02 00:59:59.999+04,2021-03-02 00:00:46.377+04,2021-03-02 00:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-02 00:00:00+04,9
40088,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,1,23,239.8999938964844,24.5222225189209,1,42016476.0,42016236.0,2021-03-01 23:57:45.37+04,2021-03-01 23:59:59.999+04,2021-03-01 23:00:25.612+04,2021-03-01 23:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-01 23:00:00+04,9
40136,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,1,22,217.6999969482422,24.70000076293945,1,42016236.0,42016020.0,2021-03-01 22:57:24.596+04,2021-03-01 22:59:59.999+04,2021-03-01 22:02:58.88+04,2021-03-01 22:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-01 22:00:00+04,9
40147,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,1,21,226.6000061035156,24.707693099975586,1,42016020.0,42015792.0,2021-03-01 21:59:57.868+04,2021-03-01 21:59:59.999+04,2021-03-01 21:02:34.313+04,2021-03-01 21:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-01 21:00:00+04,9
40194,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,1,20,231.1000061035156,24.899999618530273,1,42015792.0,42015560.0,2021-03-01 20:59:33.28+04,2021-03-01 20:59:59.999+04,2021-03-01 20:02:12.142+04,2021-03-01 20:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-01 20:00:00+04,9
40241,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,1,19,235.3999938964844,25.235294342041016,1,42015560.0,42015324.0,2021-03-01 19:59:10.594+04,2021-03-01 19:59:59.999+04,2021-03-01 19:01:46.353+04,2021-03-01 19:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-01 19:00:00+04,9
40244,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,1,18,231.1000061035156,25.53888893127441,1,42015324.0,42015092.0,2021-03-01 18:58:45.33+04,2021-03-01 18:59:59.999+04,2021-03-01 18:01:25.229+04,2021-03-01 18:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-01 18:00:00+04,9
40289,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,1,17,297.6000061035156,25.98888969421387,1,42015092.0,42014796.0,2021-03-01 17:58:24.231+04,2021-03-01 17:59:59.999+04,2021-03-01 17:01:00.595+04,2021-03-01 17:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-01 17:00:00+04,9
40344,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,3,1,16,297.70001220703125,26.53684234619141,1,42014796.0,42014500.0,2021-03-01 16:57:59.578+04,2021-03-01 16:59:59.999+04,2021-03-01 16:00:39.239+04,2021-03-01 16:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-03-01 16:00:00+04,9
