,thingid,year,month,dayofmonth,hourofday,aggregatedata,avgtemperature,day,enddata,startdata,enddatatime,endtime,startdatatime,starttime,siteid,subcommunityid,Datetime,week
2,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,20,6,351.0,25.79375076293945,2,42461888.0,42461536.0,2021-04-20 06:58:47.458+04,2021-04-20 06:59:59.999+04,2021-04-20 06:01:25.398+04,2021-04-20 06:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-20 06:00:00+04,16
47,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,20,5,359.8999938964844,25.90625,2,42461536.0,42461176.0,2021-04-20 05:58:24.376+04,2021-04-20 05:59:59.999+04,2021-04-20 05:01:02.104+04,2021-04-20 05:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-20 05:00:00+04,16
95,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,20,4,355.5,26.20000076293945,2,42461176.0,42460820.0,2021-04-20 04:58:01.705+04,2021-04-20 04:59:59.999+04,2021-04-20 04:00:40.24+04,2021-04-20 04:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-20 04:00:00+04,16
104,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,20,3,382.1000061035156,26.558332443237305,2,42460820.0,42460440.0,2021-04-20 03:57:39.186+04,2021-04-20 03:59:59.999+04,2021-04-20 03:00:17.998+04,2021-04-20 03:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-20 03:00:00+04,16
153,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,20,2,364.2999877929688,27.03125,2,42460440.0,42460076.0,2021-04-20 02:57:16.985+04,2021-04-20 02:59:59.999+04,2021-04-20 02:02:55.073+04,2021-04-20 02:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-20 02:00:00+04,16
200,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,20,1,426.5,27.28333282470703,2,42460076.0,42459648.0,2021-04-20 01:59:53.506+04,2021-04-20 01:59:59.999+04,2021-04-20 01:02:30.839+04,2021-04-20 01:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-20 01:00:00+04,16
208,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,20,0,444.2999877929688,27.276470184326172,2,42459648.0,42459204.0,2021-04-20 00:59:29.762+04,2021-04-20 00:59:59.999+04,2021-04-20 00:02:06.561+04,2021-04-20 00:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-20 00:00:00+04,16
252,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,23,453.20001220703125,27.368749618530273,1,42459204.0,42458752.0,2021-04-19 23:59:05.528+04,2021-04-19 23:59:59.999+04,2021-04-19 23:01:45.591+04,2021-04-19 23:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 23:00:00+04,16
303,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,22,448.70001220703125,27.45499992370605,1,42458752.0,42458304.0,2021-04-19 22:58:44.553+04,2021-04-19 22:59:59.999+04,2021-04-19 22:01:22.521+04,2021-04-19 22:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 22:00:00+04,16
307,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,21,422.1000061035156,27.564706802368164,1,42458304.0,42457880.0,2021-04-19 21:58:21.409+04,2021-04-19 21:59:59.999+04,2021-04-19 21:00:59.837+04,2021-04-19 21:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 21:00:00+04,16
350,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,20,435.3999938964844,27.872222900390625,1,42457880.0,42457444.0,2021-04-19 20:57:58.825+04,2021-04-19 20:59:59.999+04,2021-04-19 20:00:37.961+04,2021-04-19 20:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 20:00:00+04,16
407,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,19,439.8999938964844,28.18888854980469,1,42457444.0,42457004.0,2021-04-19 19:57:36.248+04,2021-04-19 19:59:59.999+04,2021-04-19 19:00:16.237+04,2021-04-19 19:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 19:00:00+04,16
411,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,18,439.7999877929688,28.784210205078125,1,42457004.0,42456564.0,2021-04-19 18:57:15.238+04,2021-04-19 18:59:59.999+04,2021-04-19 18:02:52.753+04,2021-04-19 18:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 18:00:00+04,16
452,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,17,457.6000061035156,29.831579208374023,1,42456564.0,42456108.0,2021-04-19 17:59:50.973+04,2021-04-19 17:59:59.999+04,2021-04-19 17:02:26.485+04,2021-04-19 17:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 17:00:00+04,16
502,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,16,462.1000061035156,30.665000915527344,1,42456108.0,42455644.0,2021-04-19 16:59:25.466+04,2021-04-19 16:59:59.999+04,2021-04-19 16:02:04.797+04,2021-04-19 16:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 16:00:00+04,16
513,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,15,435.3999938964844,31.35000038146973,1,42455644.0,42455208.0,2021-04-19 15:59:03.505+04,2021-04-19 15:59:59.999+04,2021-04-19 15:01:43.75+04,2021-04-19 15:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 15:00:00+04,16
557,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,14,444.2999877929688,31.690000534057614,1,42455208.0,42454764.0,2021-04-19 14:58:42.708+04,2021-04-19 14:59:59.999+04,2021-04-19 14:01:21.448+04,2021-04-19 14:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 14:00:00+04,16
607,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,13,453.20001220703125,31.96500015258789,1,42454764.0,42454312.0,2021-04-19 13:58:20.423+04,2021-04-19 13:59:59.999+04,2021-04-19 13:00:59.527+04,2021-04-19 13:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 13:00:00+04,16
615,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,12,413.20001220703125,31.73684120178223,1,42454312.0,42453900.0,2021-04-19 12:57:58.467+04,2021-04-19 12:59:59.999+04,2021-04-19 12:00:36.533+04,2021-04-19 12:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 12:00:00+04,16
662,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,11,435.3999938964844,31.28499984741211,1,42453900.0,42453464.0,2021-04-19 11:57:35.392+04,2021-04-19 11:59:59.999+04,2021-04-19 11:00:13.391+04,2021-04-19 11:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 11:00:00+04,16
709,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,10,373.20001220703125,29.847368240356445,1,42453464.0,42453092.0,2021-04-19 10:57:12.357+04,2021-04-19 10:59:59.999+04,2021-04-19 10:02:53.019+04,2021-04-19 10:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 10:00:00+04,16
714,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,9,395.3999938964844,27.983333587646484,1,42453092.0,42452696.0,2021-04-19 09:59:51.186+04,2021-04-19 09:59:59.999+04,2021-04-19 09:02:29.092+04,2021-04-19 09:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 09:00:00+04,16
765,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,8,359.8999938964844,26.84000015258789,1,42452696.0,42452336.0,2021-04-19 08:59:27.768+04,2021-04-19 08:59:59.999+04,2021-04-19 08:02:08.114+04,2021-04-19 08:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 08:00:00+04,16
814,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,7,333.29998779296875,25.864999771118164,1,42452336.0,42452004.0,2021-04-19 07:59:07.097+04,2021-04-19 07:59:59.999+04,2021-04-19 07:01:46.064+04,2021-04-19 07:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 07:00:00+04,16
822,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,6,390.8999938964844,25.521053314208984,1,42452004.0,42451612.0,2021-04-19 06:58:44.922+04,2021-04-19 06:59:59.999+04,2021-04-19 06:01:23.621+04,2021-04-19 06:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 06:00:00+04,16
869,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,5,324.3999938964844,25.97222137451172,1,42451612.0,42451288.0,2021-04-19 05:58:21.876+04,2021-04-19 05:59:59.999+04,2021-04-19 05:00:59.647+04,2021-04-19 05:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 05:00:00+04,16
917,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,4,359.79998779296875,26.342857360839844,1,42451288.0,42450928.0,2021-04-19 04:57:58.622+04,2021-04-19 04:59:59.999+04,2021-04-19 04:00:38.81+04,2021-04-19 04:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 04:00:00+04,16
923,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,3,382.1000061035156,26.61578941345215,1,42450928.0,42450544.0,2021-04-19 03:57:37.687+04,2021-04-19 03:59:59.999+04,2021-04-19 03:00:17.515+04,2021-04-19 03:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 03:00:00+04,16
971,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,2,364.3999938964844,27.15625,1,42450544.0,42450180.0,2021-04-19 02:57:16.482+04,2021-04-19 02:59:59.999+04,2021-04-19 02:02:57.375+04,2021-04-19 02:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 02:00:00+04,16
1018,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,1,435.3999938964844,27.375,1,42450180.0,42449744.0,2021-04-19 01:59:56.34+04,2021-04-19 01:59:59.999+04,2021-04-19 01:02:34.465+04,2021-04-19 01:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 01:00:00+04,16
1021,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,19,0,404.2999877929688,27.399999618530273,1,42449744.0,42449340.0,2021-04-19 00:59:33.444+04,2021-04-19 00:59:59.999+04,2021-04-19 00:02:13.368+04,2021-04-19 00:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-19 00:00:00+04,16
1067,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,23,439.7999877929688,27.57368469238281,7,42449340.0,42448900.0,2021-04-18 23:59:12.342+04,2021-04-18 23:59:59.999+04,2021-04-18 23:01:51.851+04,2021-04-18 23:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 23:00:00+04,15
1120,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,22,426.6000061035156,27.88888931274414,7,42448900.0,42448476.0,2021-04-18 22:58:49.88+04,2021-04-18 22:59:59.999+04,2021-04-18 22:01:25.914+04,2021-04-18 22:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 22:00:00+04,15
1124,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,21,444.2999877929688,28.294736862182614,7,42448476.0,42448032.0,2021-04-18 21:58:24.857+04,2021-04-18 21:59:59.999+04,2021-04-18 21:01:00.152+04,2021-04-18 21:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 21:00:00+04,15
1171,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,20,404.2999877929688,28.52777862548828,7,42448032.0,42447624.0,2021-04-18 20:57:59.076+04,2021-04-18 20:59:59.999+04,2021-04-18 20:00:35.925+04,2021-04-18 20:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 20:00:00+04,15
1220,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,19,444.2999877929688,28.8157901763916,7,42447624.0,42447180.0,2021-04-18 19:57:34.911+04,2021-04-18 19:59:59.999+04,2021-04-18 19:00:12.428+04,2021-04-18 19:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 19:00:00+04,15
1227,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,18,377.6000061035156,28.90588188171387,7,42447180.0,42446804.0,2021-04-18 18:57:11.412+04,2021-04-18 18:59:59.999+04,2021-04-18 18:02:49.73+04,2021-04-18 18:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 18:00:00+04,15
1275,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,17,471.0,29.39444351196289,7,42446804.0,42446332.0,2021-04-18 17:59:48.71+04,2021-04-18 17:59:59.999+04,2021-04-18 17:02:28.753+04,2021-04-18 17:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 17:00:00+04,15
1321,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,16,453.20001220703125,30.0473690032959,7,42446332.0,42445880.0,2021-04-18 16:59:27.695+04,2021-04-18 16:59:59.999+04,2021-04-18 16:02:03.207+04,2021-04-18 16:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 16:00:00+04,15
1328,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,15,466.5,30.38333320617676,7,42445880.0,42445412.0,2021-04-18 15:59:01.501+04,2021-04-18 15:59:59.999+04,2021-04-18 15:01:39.435+04,2021-04-18 15:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 15:00:00+04,15
1378,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,14,470.8999938964844,30.44499969482422,7,42445412.0,42444944.0,2021-04-18 14:58:38.303+04,2021-04-18 14:59:59.999+04,2021-04-18 14:01:17.345+04,2021-04-18 14:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 14:00:00+04,15
1426,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,13,453.20001220703125,30.71999931335449,7,42444944.0,42444488.0,2021-04-18 13:58:16.2+04,2021-04-18 13:59:59.999+04,2021-04-18 13:00:55.317+04,2021-04-18 13:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 13:00:00+04,15
1428,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,12,444.2999877929688,30.65999984741211,7,42444488.0,42444044.0,2021-04-18 12:57:54.304+04,2021-04-18 12:59:59.999+04,2021-04-18 12:00:32.149+04,2021-04-18 12:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 12:00:00+04,15
1477,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,11,479.7999877929688,30.294736862182614,7,42444044.0,42443564.0,2021-04-18 11:57:30.745+04,2021-04-18 11:59:59.999+04,2021-04-18 11:00:09.14+04,2021-04-18 11:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 11:00:00+04,15
1524,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,10,404.3999938964844,29.375,7,42443564.0,42443160.0,2021-04-18 10:57:07.993+04,2021-04-18 10:59:59.999+04,2021-04-18 10:02:48.722+04,2021-04-18 10:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 10:00:00+04,15
1536,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,9,422.0,27.85555648803711,7,42443160.0,42442740.0,2021-04-18 09:59:47.694+04,2021-04-18 09:59:59.999+04,2021-04-18 09:02:23.948+04,2021-04-18 09:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 09:00:00+04,15
1583,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,8,426.6000061035156,26.58823585510254,7,42442740.0,42442312.0,2021-04-18 08:59:22.869+04,2021-04-18 08:59:59.999+04,2021-04-18 08:02:01.103+04,2021-04-18 08:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 08:00:00+04,15
1630,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,7,368.70001220703125,25.50526237487793,7,42442312.0,42441944.0,2021-04-18 07:58:59.474+04,2021-04-18 07:59:59.999+04,2021-04-18 07:01:39.395+04,2021-04-18 07:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 07:00:00+04,15
1634,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,6,386.6000061035156,24.92631530761719,7,42441944.0,42441556.0,2021-04-18 06:58:38.401+04,2021-04-18 06:59:59.999+04,2021-04-18 06:01:16.865+04,2021-04-18 06:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 06:00:00+04,15
1679,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,5,382.1000061035156,25.08124923706055,7,42441556.0,42441176.0,2021-04-18 05:58:15.82+04,2021-04-18 05:59:59.999+04,2021-04-18 05:00:54.452+04,2021-04-18 05:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 05:00:00+04,15
1729,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,4,355.3999938964844,25.25882339477539,7,42441176.0,42440820.0,2021-04-18 04:57:53.415+04,2021-04-18 04:59:59.999+04,2021-04-18 04:00:32.409+04,2021-04-18 04:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 04:00:00+04,15
1736,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,3,404.2999877929688,25.56111145019531,7,42440820.0,42440416.0,2021-04-18 03:57:31.105+04,2021-04-18 03:59:59.999+04,2021-04-18 03:00:10.068+04,2021-04-18 03:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 03:00:00+04,15
1785,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,2,377.70001220703125,26.08124923706055,7,42440416.0,42440036.0,2021-04-18 02:57:08.304+04,2021-04-18 02:59:59.999+04,2021-04-18 02:02:47.694+04,2021-04-18 02:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 02:00:00+04,15
1835,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,1,444.2999877929688,26.49473762512207,7,42440036.0,42439592.0,2021-04-18 01:59:46.682+04,2021-04-18 01:59:59.999+04,2021-04-18 01:02:25.755+04,2021-04-18 01:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 01:00:00+04,15
1843,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,18,0,444.2999877929688,26.72631645202637,7,42439592.0,42439148.0,2021-04-18 00:59:24.039+04,2021-04-18 00:59:59.999+04,2021-04-18 00:02:03.981+04,2021-04-18 00:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-18 00:00:00+04,15
1886,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,17,23,466.5,26.85555648803711,6,42439148.0,42438684.0,2021-04-17 23:59:02.958+04,2021-04-17 23:59:59.999+04,2021-04-17 23:01:42.534+04,2021-04-17 23:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-17 23:00:00+04,15
1934,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,17,22,466.5,27.05555534362793,6,42438684.0,42438216.0,2021-04-17 22:58:40.876+04,2021-04-17 22:59:59.999+04,2021-04-17 22:01:14.707+04,2021-04-17 22:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-17 22:00:00+04,15
1940,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,17,21,431.0,27.36249923706055,6,42438216.0,42437784.0,2021-04-17 21:58:13.661+04,2021-04-17 21:59:59.999+04,2021-04-17 21:00:52.687+04,2021-04-17 21:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-17 21:00:00+04,15
1985,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,17,20,466.5,27.48947334289551,6,42437784.0,42437320.0,2021-04-17 20:57:51.615+04,2021-04-17 20:59:59.999+04,2021-04-17 20:00:30.666+04,2021-04-17 20:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-17 20:00:00+04,15
2034,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,17,19,470.8999938964844,27.56111145019531,6,42437320.0,42436848.0,2021-04-17 19:57:29.652+04,2021-04-17 19:59:59.999+04,2021-04-17 19:00:09.268+04,2021-04-17 19:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-17 19:00:00+04,15
2046,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,17,18,479.8999938964844,27.81176376342773,6,42436848.0,42436368.0,2021-04-17 18:57:08.103+04,2021-04-17 18:59:59.999+04,2021-04-17 18:02:45.271+04,2021-04-17 18:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-17 18:00:00+04,15
2091,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,17,17,506.5,28.294736862182614,6,42436368.0,42435860.0,2021-04-17 17:59:44.237+04,2021-04-17 17:59:59.999+04,2021-04-17 17:02:24.465+04,2021-04-17 17:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-17 17:00:00+04,15
2134,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,17,16,510.8999938964844,29.105262756347656,6,42435860.0,42435348.0,2021-04-17 16:59:23.447+04,2021-04-17 16:59:59.999+04,2021-04-17 16:01:58.957+04,2021-04-17 16:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-17 16:00:00+04,15
2142,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,17,15,506.5,30.015789031982425,6,42435348.0,42434844.0,2021-04-17 15:58:57.941+04,2021-04-17 15:59:59.999+04,2021-04-17 15:01:37.146+04,2021-04-17 15:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-17 15:00:00+04,15
2189,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,17,14,484.2999877929688,30.46500015258789,6,42434844.0,42434360.0,2021-04-17 14:58:36.115+04,2021-04-17 14:59:59.999+04,2021-04-17 14:01:16.226+04,2021-04-17 14:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-17 14:00:00+04,15
2236,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,17,13,484.2999877929688,30.75789451599121,6,42434360.0,42433876.0,2021-04-17 13:58:15.163+04,2021-04-17 13:59:59.999+04,2021-04-17 13:00:52.024+04,2021-04-17 13:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-17 13:00:00+04,15
2247,43dc4fc1-b1c1-4291-947e-5a286996eb75,2021,4,17,12,510.8999938964844,30.521053314208984,6,42433876.0,42433364.0,2021-04-17 12:57:50.506+04,2021-04-17 12:59:59.999+04,2021-04-17 12:00:26.731+04,2021-04-17 12:00:00+04,f3cb9be4-dd55-4734-8583-bc7fe5a32199,e92358c0-8324-41ca-be4a-10ffe68acb0d,2021-04-17 12:00:00+04,15
